order_group,line,context,paper_value,file_value,file_path,estimator,status,red_span,reason,value_status,method_constant,kind,section,item_id,added_basis,tex_file
added_23sep,180,"The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19.",0.34,,,,UNMATCHED,,prompt-wording sensitivity figure; no averaged prompt-variant delta is indexed (omni_final/omni_*_p2.json and _p3.json hold the per-wording runs),,no,point,Conflict Test Results,L180_1309,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19.",0.24,,,,UNMATCHED,,prompt-wording sensitivity figure; no averaged prompt-variant delta is indexed (omni_final/omni_*_p2.json and _p3.json hold the per-wording runs),,no,point,Conflict Test Results,L180_1318,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19.",0.60,,,,UNMATCHED,,prompt-wording sensitivity figure; no averaged prompt-variant delta is indexed (omni_final/omni_*_p2.json and _p3.json hold the per-wording runs),,no,point,Conflict Test Results,L180_1358,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19.",0.80,,,,UNMATCHED,,prompt-wording sensitivity figure; no averaged prompt-variant delta is indexed (omni_final/omni_*_p2.json and _p3.json hold the per-wording runs),,no,point,Conflict Test Results,L180_1367,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19.",646,,,,UNMATCHED,,count 646 not found as n or n_spk in index rows for pitt,,no,integer,Conflict Test Results,L180_1373,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19.",281,,,,UNMATCHED,,count 281 not found as n or n_spk in index rows for pitt,,no,integer,Conflict Test Results,L180_1381,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19.",0.26,,,,UNMATCHED,,prompt-wording sensitivity figure; no averaged prompt-variant delta is indexed (omni_final/omni_*_p2.json and _p3.json hold the per-wording runs),,no,point,Conflict Test Results,L180_1396,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19.",0.19,,,,UNMATCHED,,prompt-wording sensitivity figure; no averaged prompt-variant delta is indexed (omni_final/omni_*_p2.json and _p3.json hold the per-wording runs),,no,point,Conflict Test Results,L180_1405,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18.",15,,,,UNMATCHED,,count 15 not found as n or n_spk in index rows for (no dataset),,no,integer,Conflict Test Results,L180_1443,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18.",4,,,,UNMATCHED,,count 4 not found as n or n_spk in index rows for (no dataset),,no,integer,Conflict Test Results,L180_1450,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18.",10,,,,UNMATCHED,,count 10 not found as n or n_spk in index rows for (no dataset),,no,integer,Conflict Test Results,L180_1472,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18.",924,237,<local data dir>/release/edaic_rerun/part16/POD1/p14_phq10_omni.csv,"1d PHQ-8>=10 cutoff rebuild, Omni audio conflict arm AUC",MATCH,,count: 2 index rows for any dataset carry n_spk/n = 924 (e.g. part16/rows/POD1.tsv:17),current,no,integer,Conflict Test Results,L180_1481,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18.",237,237,<local data dir>/release/overnight/perclip/egemaps_adresso_oof.csv,"eGeMAPS 88 features + logistic regression, speaker-disjoint OOF, rank AUC recomputed here (summary csv says 0.6942)",MATCH,,count: 87 index rows for any dataset carry n_spk/n = 237 (e.g. handcheck_values.csv:27),current,no,integer,Conflict Test Results,L180_1496,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18.",0.18,,,,UNMATCHED,,prompt-wording sensitivity figure; no averaged prompt-variant delta is indexed (omni_final/omni_*_p2.json and _p3.json hold the per-wording runs),,no,point,Conflict Test Results,L180_1543,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm.",2,,,,UNMATCHED,,count 2 not found as n or n_spk in index rows for (no dataset),,no,integer,Conflict Test Results,L180_1605,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm.",1,,,,UNMATCHED,,count 1 not found as n or n_spk in index rows for (no dataset),,no,integer,Conflict Test Results,L180_1616,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm.",334,,,,UNMATCHED,,count 334 not found as n or n_spk in index rows for (no dataset),,no,integer,Conflict Test Results,L180_1618,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm.",0.46,0.5189,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,"projector only fine tune, 5 fold OOF, rank AUC recomputed here",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=any; stream=projector_ft; arm=conflict]; best current candidate Qwen2.5-Omni|pitt|projector_ft|conflict = 0.5189 (projector only fine tune, 5 fold OOF, rank AUC recomputed he) rounds to 0.52; same-tier values: 0.2283 (edaic_conflict_v2 1c sft_full projector RETRAIN, out-of-fo, current), 0.5189 (pitt projector only fine tune, 5 fold OOF, ra, current), 0.5189 (pitt projector-FT conflict-arm AUC (recompute, current), 0.5189 (pitt projector_ft arm from json, current)",current,no,point,Conflict Test Results,L180_1662,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm.","0.42, 0.51",0.5189,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,"projector only fine tune, 5 fold OOF, rank AUC recomputed here",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=any; stream=projector_ft; arm=conflict]; best current candidate Qwen2.5-Omni|pitt|projector_ft|conflict = 0.5189 (projector only fine tune, 5 fold OOF, rank AUC recomputed he) rounds to 0.52; same-tier values: 0.2283 (edaic_conflict_v2 1c sft_full projector RETRAIN, out-of-fo, current), 0.5189 (pitt projector only fine tune, 5 fold OOF, ra, current), 0.5189 (pitt projector-FT conflict-arm AUC (recompute, current), 0.5189 (pitt projector_ft arm from json, current)",current,no,interval,Conflict Test Results,L180_1668,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm.",0.39,0.8593,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,"projector only fine tune, 5 fold OOF, rank AUC recomputed here",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=any; stream=projector_ft; arm=agreement]; best current candidate Qwen2.5-Omni|pitt|projector_ft|agreement = 0.8593 (projector only fine tune, 5 fold OOF, rank AUC recomputed he) rounds to 0.86; same-tier values: 0.8593 (pitt projector only fine tune, 5 fold OOF, ra, current), 0.8593 (pitt projector-FT agreement-arm AUC (recomput, current), 0.8593 (pitt projector_ft arm from json, current)",current,no,point,Conflict Test Results,L180_1723,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62).,420,,,,UNMATCHED,,count 420 not found as n or n_spk in index rows for (no dataset),,no,integer,Conflict Test Results,L180_1780,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62).,0.20,0.5189,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,"projector only fine tune, 5 fold OOF, rank AUC recomputed here",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=any; stream=projector_ft; arm=conflict; stream from previous sentence]; best current candidate Qwen2.5-Omni|pitt|projector_ft|conflict = 0.5189 (projector only fine tune, 5 fold OOF, rank AUC recomputed he) rounds to 0.52; same-tier values: 0.2283 (edaic_conflict_v2 1c sft_full projector RETRAIN, out-of-fo, current), 0.5189 (pitt projector only fine tune, 5 fold OOF, ra, current), 0.5189 (pitt projector-FT conflict-arm AUC (recompute, current), 0.5189 (pitt projector_ft arm from json, current)",current,no,point,Conflict Test Results,L180_1824,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62).,855,,,,UNMATCHED,,count 855 not found as n or n_spk in index rows for (no dataset),,no,integer,Conflict Test Results,L180_1845,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62).,0.62,0.5189,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,"projector only fine tune, 5 fold OOF, rank AUC recomputed here",MISMATCH,,"context [model=Qwen2.5-Omni (default); data=any; stream=projector_ft; arm=conflict; stream from previous sentence]; best current candidate Qwen2.5-Omni|pitt|projector_ft|conflict = 0.5189 (projector only fine tune, 5 fold OOF, rank AUC recomputed he) rounds to 0.52; same-tier values: 0.2283 (edaic_conflict_v2 1c sft_full projector RETRAIN, out-of-fo, current), 0.5189 (pitt projector only fine tune, 5 fold OOF, ra, current), 0.5189 (pitt projector-FT conflict-arm AUC (recompute, current), 0.5189 (pitt projector_ft arm from json, current)",current,no,point,Conflict Test Results,L180_1881,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"It also answers Yes on 97 percent or more of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions.",97,,,,UNMATCHED,,"method/design constant, not a result; no file value indexed",,yes,percent,Conflict Test Results,L180_2058,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"It also answers Yes on 97 percent or more of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions.",87,,,,UNMATCHED,,"method/design constant, not a result; no file value indexed",,yes,percent,Conflict Test Results,L180_2110,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but none falls significantly below chance, Kimi-Audio shows no drop, and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table \reftab:conflict).",0.17 to 0.29,0.1731 to 0.2853,omni_pitt_zeroshot_scores.csv ; pitt_zeroshot_scores.csv ; q3o_pitt_zeroshot_scores.csv,"Pitt agreement minus conflict, three Qwen models, unrounded paired AUCs (M8)",MATCH,,"range matches SET 'Pitt agreement minus conflict, three Qwen models, unrounded paired AUCs (M8)': min 0.1731 (Qwen2.5-Omni) max 0.2853 (Qwen2-Audio); members: Qwen2-Audio 0.2853; Qwen2.5-Omni 0.1731; Qwen3-Omni 0.2165; compatible sets that do NOT match: Pitt agreement minus conflict, three Qwen models, from the 2-dp table cells gives 0.18 to 0.29",,no,range,Conflict Test Results,L180_2233,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but none falls significantly below chance, Kimi-Audio shows no drop, and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table \reftab:conflict).",0.53 to 0.61,0.1800 to 0.2900,omni_pitt_zeroshot_scores.csv ; pitt_zeroshot_scores.csv ; q3o_pitt_zeroshot_scores.csv,"Pitt agreement minus conflict, three Qwen models, from the 2-dp table cells",MISMATCH,,"no compatible named set matches both ends; closest SET 'Pitt agreement minus conflict, three Qwen models, from the 2-dp table cells' gives 0.1800 (Qwen2.5-Omni) to 0.2900 (Qwen2-Audio); members: Qwen2-Audio 0.2900; Qwen2.5-Omni 0.1800; Qwen3-Omni 0.2100; others: Pitt agreement minus conflict, three Qwen models, unrounded paired AUCs (M8) gives 0.17 to 0.29",,no,range,Conflict Test Results,L180_2394,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
