row,part,task,id,paper_role,sampled,value_verified,lo,hi,n,file,resolved,method,config,check_value,check_lo,check_hi,value_status,ci_status,note
1100,20,POD3c,POD3c_q3o_audio_agreement483,SUPERSEDED / NOT USED,random 10%,0.963766,0.9336,0.9864,483,<local data dir>/release/scores/part20/POD3c/p14_q3o_text.csv,<local data dir>/release/scores/part20/POD3c/p14_q3o_text.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes_audio_q3o],0.9638,0.9336,0.9864,MATCH (recomputed),CI MATCH,
1101,20,POD3c,POD3c_q3o_audio_agreement311,PAPER VALUE,paper value,0.972687,0.9507,0.9904,311,<local data dir>/release/scores/part20/POD3c/p14_q3o_text.csv,<local data dir>/release/scores/part20/POD3c/p14_q3o_text.csv,per-clip recompute (own Mann-Whitney),auc agreement_distinct [p_yes_audio_q3o],0.9727,0.9507,0.9904,MATCH (recomputed),CI MATCH,
1105,20,POD3c,POD3c_q3o_audio_conf_minus_agree311,PAPER VALUE,paper value,-0.671932,-0.7266,-0.6105,794,<local data dir>/release/scores/part20/POD3c/p14_q3o_text.csv,<local data dir>/release/scores/part20/POD3c/p14_q3o_text.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes_audio_q3o] MINUS auc agreement_distinct [p_yes_audio_q3o],-0.6719,-0.7266,-0.6105,MATCH (recomputed),CI MATCH,
1110,20,POD3c,POD3c_same_decision_share_all966,SUPPORT,random 10%,0.831263,,,966,<local data dir>/release/scores/part20/POD3c/p14_q3o_text.csv,<local data dir>/release/scores/part20/POD3c/p14_q3o_text.csv,per-clip recompute (own Mann-Whitney),<local data dir>/release/scores/part20/POD3c/p14_q3o_text.json,,,,FOUND ONLY IN SIBLING FILE,,closest natural statistic: 0.7757 (dirfree conflict [p_yes_text]); 0.7752 (dirfree conflict [p_yes_text_textscore_tokens])
1111,20,POD3c,POD3c_text_yes_rate_all966,SUPPORT,random 10%,0.321946,,,966,<local data dir>/release/scores/part20/POD3c/p14_q3o_text.csv,<local data dir>/release/scores/part20/POD3c/p14_q3o_text.csv,per-clip recompute (own Mann-Whitney),<local data dir>/release/scores/part20/POD3c/p14_q3o_text.json,,,,FOUND ONLY IN SIBLING FILE,,closest natural statistic: 0.3008 (auc conflict [p_yes_audio_q3o]); 0.3814 (auc agreement [in_agreement311_distinct])
1116,20,POD3c,POD3c_audio_yes_rate_distinct794,SUPPORT,random 10%,0.369018,,,794,<local data dir>/release/scores/part20/POD3c/p14_q3o_text.csv,<local data dir>/release/scores/part20/POD3c/p14_q3o_text.csv,per-clip recompute (own Mann-Whitney),<local data dir>/release/scores/part20/POD3c/p14_q3o_text.json,,,,FOUND ONLY IN SIBLING FILE,,closest natural statistic: 0.3814 (auc agreement [in_agreement311_distinct]); 0.4044 (auc agreement [answer_mass_text])
1121,20,POD3c,POD3c_pearson_r_agreement483,SUPPORT,random 10%,0.847534,,,483,<local data dir>/release/scores/part20/POD3c/p14_q3o_text.csv,<local data dir>/release/scores/part20/POD3c/p14_q3o_text.csv,per-clip recompute (own Mann-Whitney),<local data dir>/release/scores/part20/POD3c/p14_q3o_text.json,,,,FOUND ONLY IN SIBLING FILE,,closest natural statistic: 0.7757 (dirfree conflict [p_yes_text]); 0.7752 (dirfree conflict [p_yes_text_textscore_tokens])
1136,20,POD3c,POD3c_min_mass_text_all966,RELEASED ONLY,random 10%,0.996862,,,966,<local data dir>/release/scores/part20/POD3c/p14_q3o_text.csv,<local data dir>/release/scores/part20/POD3c/p14_q3o_text.csv,per-clip recompute (own Mann-Whitney),<local data dir>/release/scores/part20/POD3c/p14_q3o_text.json,,,,FOUND ONLY IN SIBLING FILE,,closest natural statistic: 0.9727 (auc agreement_distinct [p_yes_audio_q3o]); 0.9727 (dirfree agreement_distinct [p_yes_audio_q3o])
1149,20,POD4,paper_q2a_orig_recording_conflict,PAPER VALUE,paper value,0.4132,0.3005,0.5423,146,<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.4132,0.3005,0.5423,MATCH (recomputed),CI MATCH,
1150,20,POD4,paper_q2a_orig_recording_agreement,PAPER VALUE,paper value,0.6985,0.6372,0.7597,322,<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.6985,0.6372,0.7597,MATCH (recomputed),CI MATCH,
1160,20,POD4,paper_o25_orig_recording_overall,PAPER VALUE,paper value,0.6578,0.6033,0.7125,468,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.6578,0.6033,0.7125,MATCH (recomputed),CI MATCH,
1161,20,POD4,paper_o25_orig_recording_conflict,PAPER VALUE,paper value,0.5322,0.4216,0.6447,146,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.5322,0.4216,0.6447,MATCH (recomputed),CI MATCH,
1162,20,POD4,paper_o25_orig_recording_agreement,PAPER VALUE,paper value,0.7054,0.6431,0.7658,322,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.7054,0.6431,0.7658,MATCH (recomputed),CI MATCH,
1164,20,POD4,o25_noinv_recording_PAIRED_paperorig_minus_noinv_conflict,RELEASED ONLY,random 10%,-0.0086,-0.0890,0.0679,146,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv MINUS <local data dir>/release/scores/part20/POD4/o25_noinv_recording.csv,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv ; <local data dir>/release/scores/part20/POD4/o25_noinv_recording.csv,per-clip recompute (own Mann-Whitney),<local data dir>/release/scores/part20/POD4/o25_noinv_recording.sidecar.json,,,,FOUND ONLY IN SIBLING FILE,CI ends found in sibling,closest natural statistic: 0.2348 (auc agreement [sec_used]); 0.3352 (auc all [sec_used])
1167,20,POD4,o25_noinv_recording_PAIRED_podorig_minus_noinv_conflict,RELEASED ONLY,random 10%,-0.0110,-0.0937,0.0671,146,<local data dir>/release/scores/part20/POD4/o25_orig_recording_rerun.csv MINUS <local data dir>/release/scores/part20/POD4/o25_noinv_recording.csv,<local data dir>/release/scores/part20/POD4/o25_orig_recording_rerun.csv ; <local data dir>/release/scores/part20/POD4/o25_noinv_recording.csv,per-clip recompute (own Mann-Whitney),<local data dir>/release/scores/part20/POD4/o25_orig_recording_rerun.sidecar.json,,,,FOUND ONLY IN SIBLING FILE,CI ends found in sibling,closest natural statistic: 0.2348 (auc agreement [sec_used]); 0.3352 (auc all [sec_used])
1177,20,POD4,o25_orig_recording_rerun_PAIRED_podorig_minus_noinv_agreement,RELEASED ONLY,random 10%,-0.1056,-0.1613,-0.0489,322,<local data dir>/release/scores/part20/POD4/o25_orig_recording_rerun.csv MINUS <local data dir>/release/scores/part20/POD4/o25_noinv_recording.csv,<local data dir>/release/scores/part20/POD4/o25_orig_recording_rerun.csv ; <local data dir>/release/scores/part20/POD4/o25_noinv_recording.csv,per-clip recompute (own Mann-Whitney),<local data dir>/release/scores/part20/POD4/o25_orig_recording_rerun.sidecar.json,,,,FOUND ONLY IN SIBLING FILE,CI ends found in sibling,closest natural statistic: 0.2348 (auc agreement [sec_used]); 0.3352 (auc all [sec_used])
1191,20,POD4,q2a_noinv_recording_bf16_PAIRED_paperorig_minus_noinv_conflict,RELEASED ONLY,random 10%,-0.0123,-0.0925,0.0621,146,<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv MINUS <local data dir>/release/scores/part20/POD4/q2a_noinv_recording_bf16.csv,<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv ; <local data dir>/release/scores/part20/POD4/q2a_noinv_recording_bf16.csv,per-clip recompute (own Mann-Whitney),<local data dir>/release/scores/part20/POD4/q2a_noinv_recording_bf16.sidecar.json,,,,FOUND ONLY IN SIBLING FILE,CI ends found in sibling,closest natural statistic: 0.2348 (auc agreement [sec_used]); 0.3352 (auc all [sec_used])
1197,20,POD4,q2a_orig_recording_rerun_conflict,RELEASED ONLY,random 10%,0.4132,0.3008,0.5433,146,<local data dir>/release/scores/part20/POD4/q2a_orig_recording_rerun.csv,<local data dir>/release/scores/part20/POD4/q2a_orig_recording_rerun.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.4132,0.3008,0.5433,MATCH (recomputed),CI MATCH,
1208,20,POD4,q2a_orig_recording_rerun_bf16_PAIRED_podrerun_minus_paper_overall,RELEASED ONLY,random 10%,0.0033,-0.0008,0.0072,468,<local data dir>/release/scores/part20/POD4/q2a_orig_recording_rerun_bf16.csv MINUS <local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,<local data dir>/release/scores/part20/POD4/q2a_orig_recording_rerun_bf16.csv ; <local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),<local data dir>/release/scores/part20/POD4/q2a_orig_recording_rerun_bf16.sidecar.json,,,,FOUND ONLY IN SIBLING FILE,CI ends found in sibling,closest natural statistic: 0.4130 (auc conflict [p_yes]); 0.4132 (auc conflict [p_yes_r3])
1216,20,POD4b,P20_4b_q3o_noinv_agreement,RELEASED ONLY,random 10%,0.8439,0.7958,0.8880,322,<local data dir>/release/scores/part20/POD4b/P20_4b_q3o_noinv_agreement.perclip.csv,<local data dir>/release/scores/part20/POD4b/P20_4b_q3o_noinv_agreement.perclip.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.8439,0.7958,0.8880,MATCH (recomputed),CI MATCH,
1218,20,POD4b,P20_4b_q3o_orig_shipped_conflict,PAPER VALUE,paper value,0.6066,0.4956,0.7123,146,<local data dir>/release/scores/part20/POD4b/P20_4b_q3o_orig_shipped_conflict.perclip.csv,<local data dir>/release/scores/part20/POD4b/P20_4b_q3o_orig_shipped_conflict.perclip.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.6066,0.4956,0.7123,MATCH (recomputed),CI MATCH,
1219,20,POD4b,P20_4b_q3o_orig_shipped_agreement,PAPER VALUE,paper value,0.8231,0.7664,0.8720,322,<local data dir>/release/scores/part20/POD4b/P20_4b_q3o_orig_shipped_agreement.perclip.csv,<local data dir>/release/scores/part20/POD4b/P20_4b_q3o_orig_shipped_agreement.perclip.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.8231,0.7664,0.8720,MATCH (recomputed),CI MATCH,
1220,20,POD4b,P20_4b_q3o_orig_rerun_overall,RELEASED ONLY,random 10%,0.7673,0.7123,0.8200,468,<local data dir>/release/scores/part20/POD4b/P20_4b_q3o_orig_rerun_overall.perclip.csv,<local data dir>/release/scores/part20/POD4b/P20_4b_q3o_orig_rerun_overall.perclip.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.7673,0.7123,0.8200,MATCH (recomputed),CI MATCH,
1228,20,POD4b,P20_4b_q3o_diff_orig_rerun_minus_noinv_agreement,RELEASED ONLY,random 10%,-0.0174,-0.0498,0.0137,322,<local data dir>/release/scores/part20/POD4b/P20_4b_q3o_diff_orig_rerun_minus_noinv_agreement.perclip.csv,<local data dir>/release/scores/part20/POD4b/P20_4b_q3o_diff_orig_rerun_minus_noinv_agreement.perclip.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes_original] MINUS auc all [p_yes_noinv],-0.0174,-0.0498,0.0137,MATCH (recomputed),CI MATCH,
1232,20,POD4b,P20_4b_q3o_diff_orig_samepod_minus_noinv_overall,RELEASED ONLY,random 10%,-0.0164,-0.0452,0.0117,468,<local data dir>/release/scores/part20/POD4b/P20_4b_q3o_diff_orig_samepod_minus_noinv_overall.perclip.csv,<local data dir>/release/scores/part20/POD4b/P20_4b_q3o_diff_orig_samepod_minus_noinv_overall.perclip.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes_original] MINUS auc all [p_yes_noinv],-0.0164,-0.0452,0.0117,MATCH (recomputed),CI MATCH,
1238,20,POD4c,af3_diff_part3_minus_noinv_agreement,RELEASED ONLY,random 10%,-0.0318,-0.0984,0.0395,322,<local data dir>/release/scores/part20/POD4c/af3_diff_part3_minus_noinv_agreement.csv,<local data dir>/release/scores/part20/POD4c/af3_diff_part3_minus_noinv_agreement.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes_original] MINUS auc all [p_yes_noinv],-0.0318,-0.0984,0.0395,MATCH (recomputed),CI MATCH,
1241,20,POD4c,af3_noinv_agreement,RELEASED ONLY,random 10%,0.6140,0.5427,0.6798,322,<local data dir>/release/scores/part20/POD4c/af3_noinv_agreement.csv,<local data dir>/release/scores/part20/POD4c/af3_noinv_agreement.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.6140,0.5427,0.6798,MATCH (recomputed),CI MATCH,
1244,20,POD4c,af3_orig_part10_agreement,PAPER VALUE,paper value,0.5855,0.5144,0.6554,322,<local data dir>/release/scores/part20/POD4c/af3_orig_part10_agreement.csv,<local data dir>/release/scores/part20/POD4c/af3_orig_part10_agreement.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.5855,0.5144,0.6554,MATCH (recomputed),CI MATCH,
1246,20,POD4c,af3_orig_part10_conflict,PAPER VALUE,paper value,0.6075,0.5063,0.7129,146,<local data dir>/release/scores/part20/POD4c/af3_orig_part10_conflict.csv,<local data dir>/release/scores/part20/POD4c/af3_orig_part10_conflict.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.6075,0.5063,0.7129,MATCH (recomputed),CI MATCH,
1247,20,POD4c,af3_orig_part3_agreement,PAPER VALUE,paper value,0.5822,0.5080,0.6528,322,<local data dir>/release/scores/part20/POD4c/af3_orig_part3_agreement.csv,<local data dir>/release/scores/part20/POD4c/af3_orig_part3_agreement.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.5822,0.5080,0.6528,MATCH (recomputed),CI MATCH,
1249,20,POD4c,af3_orig_part3_conflict,PAPER VALUE,paper value,0.6169,0.5188,0.7209,146,<local data dir>/release/scores/part20/POD4c/af3_orig_part3_conflict.csv,<local data dir>/release/scores/part20/POD4c/af3_orig_part3_conflict.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.6169,0.5188,0.7209,MATCH (recomputed),CI MATCH,
1255,20,POD4c,af2_noinv_conflict,RELEASED ONLY,random 10%,0.6477,0.5357,0.7444,146,<local data dir>/release/scores/part20/POD4c/af2_noinv_conflict.csv,<local data dir>/release/scores/part20/POD4c/af2_noinv_conflict.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.6477,0.5357,0.7444,MATCH (recomputed),CI MATCH,
1256,20,POD4c,af2_orig_af2pitt468_agreement,PAPER VALUE,paper value,0.5544,0.4760,0.6296,322,<local data dir>/release/scores/part20/POD4c/af2_orig_af2pitt468_agreement.csv,<local data dir>/release/scores/part20/POD4c/af2_orig_af2pitt468_agreement.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.5544,0.4760,0.6296,MATCH (recomputed),CI MATCH,
1258,20,POD4c,af2_orig_af2pitt468_conflict,PAPER VALUE,paper value,0.6310,0.5336,0.7260,146,<local data dir>/release/scores/part20/POD4c/af2_orig_af2pitt468_conflict.csv,<local data dir>/release/scores/part20/POD4c/af2_orig_af2pitt468_conflict.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.6310,0.5336,0.7260,MATCH (recomputed),CI MATCH,
1268,20,POD4d,kimi_pitt_noinv_overall,RELEASED ONLY,random 10%,0.5981,0.5345,0.6617,468,<local data dir>/release/scores/part20/POD4d/kimi_pitt_noinv_overall.csv,<local data dir>/release/scores/part20/POD4d/kimi_pitt_noinv_overall.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.5981,0.5345,0.6617,MATCH (recomputed),CI MATCH,
1272,20,POD4d,kimi_pitt_orig_canonical_conflict,PAPER VALUE,paper value,0.7197,0.6201,0.8147,146,<local data dir>/release/scores/part20/POD4d/kimi_pitt_orig_canonical_conflict.csv,<local data dir>/release/scores/part20/POD4d/kimi_pitt_orig_canonical_conflict.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.7197,0.6201,0.8147,MATCH (recomputed),CI MATCH,
1273,20,POD4d,kimi_pitt_orig_canonical_agreement,PAPER VALUE,paper value,0.7227,0.6560,0.7896,322,<local data dir>/release/scores/part20/POD4d/kimi_pitt_orig_canonical_agreement.csv,<local data dir>/release/scores/part20/POD4d/kimi_pitt_orig_canonical_agreement.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.7227,0.6560,0.7896,MATCH (recomputed),CI MATCH,
1285,20,POD4d,kimi_pitt_canon_minus_podorig_agreement,RELEASED ONLY,random 10%,0.0035,-0.0053,0.0126,322,<local data dir>/release/scores/part20/POD4d/kimi_pitt_canon_minus_podorig_agreement.csv,<local data dir>/release/scores/part20/POD4d/kimi_pitt_canon_minus_podorig_agreement.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes_canonical] MINUS auc all [p_yes_pod_rerun],0.0035,-0.0053,0.0126,MATCH (recomputed),CI MATCH,
1288,20,POD5,POD5_zs_o25_paper_overall,PAPER VALUE,paper value,0.6578,0.6033,0.7125,468,<local data dir>/release/scores/part20/POD5/POD5_zs_o25_noinv.csv,<local data dir>/release/scores/part20/POD5/POD5_zs_o25_noinv.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes_original_paper],0.6578,0.6033,0.7125,MATCH (recomputed),CI MATCH,
1291,20,POD5,POD5_zs_o25_paper_conflict,PAPER VALUE,paper value,0.5322,0.4216,0.6447,146,<local data dir>/release/scores/part20/POD5/POD5_zs_o25_noinv.csv,<local data dir>/release/scores/part20/POD5/POD5_zs_o25_noinv.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes_original_paper],0.5322,0.4216,0.6447,MATCH (recomputed),CI MATCH,
1292,20,POD5,POD5_zs_o25_diff_conflict,RELEASED ONLY,random 10%,-0.0103,-0.0928,0.0666,146,<local data dir>/release/scores/part20/POD5/POD5_zs_o25_noinv.csv,<local data dir>/release/scores/part20/POD5/POD5_zs_o25_noinv.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes_original_paper] MINUS auc conflict [p_yes_noinv],-0.0103,-0.0928,0.0666,MATCH (recomputed),CI MATCH,
1294,20,POD5,POD5_zs_o25_paper_agreement,PAPER VALUE,paper value,0.7054,0.6431,0.7658,322,<local data dir>/release/scores/part20/POD5/POD5_zs_o25_noinv.csv,<local data dir>/release/scores/part20/POD5/POD5_zs_o25_noinv.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes_original_paper],0.7054,0.6431,0.7658,MATCH (recomputed),CI MATCH,
1297,20,POD5,POD5_enc_mac_seed_paper_overall,PAPER VALUE,paper value,0.7706,0.7157,0.8220,468,<local data dir>/release/scores/part20/POD5/POD5_nested_enc_mac_seed.csv,<local data dir>/release/scores/part20/POD5/POD5_nested_enc_mac_seed.csv,per-clip recompute (own Mann-Whitney),mean5 all [p_rep0__paper_mac|p_rep1__paper_mac|p_rep2__paper_mac|p_rep3__paper_mac|p_rep4__paper_mac],0.7706,0.7157,0.8220,MATCH (recomputed),CI MATCH,
1306,20,POD5,POD5_enc_pod_seed_original_rerun_overall,PAPER VALUE,paper value,0.7761,0.7245,0.8273,468,<local data dir>/release/scores/part20/POD5/POD5_nested_enc_pod_seed.csv,<local data dir>/release/scores/part20/POD5/POD5_nested_enc_pod_seed.csv,per-clip recompute (own Mann-Whitney),mean5 all [p_pod_seed0__orig_rerun|p_pod_seed1__orig_rerun|p_pod_seed2__orig_rerun|p_pod_seed3__orig_rerun|p_pod_seed4__orig_rerun],0.7761,0.7245,0.8273,MATCH (recomputed),CI MATCH,
1315,20,POD5,POD5_llm_pod_seed_original_rerun_overall,PAPER VALUE,paper value,0.8032,0.7567,0.8496,468,<local data dir>/release/scores/part20/POD5/POD5_nested_llm_pod_seed.csv,<local data dir>/release/scores/part20/POD5/POD5_nested_llm_pod_seed.csv,per-clip recompute (own Mann-Whitney),mean5 all [p_pod_seed0__orig_rerun|p_pod_seed1__orig_rerun|p_pod_seed2__orig_rerun|p_pod_seed3__orig_rerun|p_pod_seed4__orig_rerun],0.8032,0.7567,0.8496,MATCH (recomputed),CI MATCH,
1320,20,POD5,POD5_llm_pod_seed_agreement,RELEASED ONLY,random 10%,0.8922,0.8578,0.9239,322,<local data dir>/release/scores/part20/POD5/POD5_nested_llm_pod_seed.csv,<local data dir>/release/scores/part20/POD5/POD5_nested_llm_pod_seed.csv,per-clip recompute (own Mann-Whitney),mean5 agreement [p_pod_seed0__noinv|p_pod_seed1__noinv|p_pod_seed2__noinv|p_pod_seed3__noinv|p_pod_seed4__noinv],0.8922,0.8578,0.9239,MATCH (recomputed),CI MATCH,
1322,20,POD5,POD5_llm_pod_seed_diff_agreement,RELEASED ONLY,random 10%,0.0013,-0.0214,0.0246,322,<local data dir>/release/scores/part20/POD5/POD5_nested_llm_pod_seed.csv,<local data dir>/release/scores/part20/POD5/POD5_nested_llm_pod_seed.csv,per-clip recompute (own Mann-Whitney),mean5 agreement [p_pod_seed0__orig_rerun|p_pod_seed1__orig_rerun|p_pod_seed2__orig_rerun|p_pod_seed3__orig_rerun|p_pod_seed4__orig_rerun] MINUS mean5 agreement [p_pod_seed0__noinv|p_pod_seed1__noinv|p_pod_seed2__noinv|p_pod_seed3__noinv|p_pod_seed4__noinv],0.0013,-0.0214,0.0246,MATCH (recomputed),CI MATCH,
1323,20,POD5,POD5_ans_pod_seed_overall,RELEASED ONLY,random 10%,0.7777,0.7332,0.8188,468,<local data dir>/release/scores/part20/POD5/POD5_nested_ans_pod_seed.csv,<local data dir>/release/scores/part20/POD5/POD5_nested_ans_pod_seed.csv,per-clip recompute (own Mann-Whitney),mean5 all [p_pod_seed0__noinv|p_pod_seed1__noinv|p_pod_seed2__noinv|p_pod_seed3__noinv|p_pod_seed4__noinv],0.7777,0.7332,0.8188,MATCH (recomputed),CI MATCH,
1333,20,POD5,POD5_proj_pod_seed0_original_rerun_overall,RELEASED ONLY,random 10%,0.7507,0.6972,0.8047,468,<local data dir>/release/scores/part20/POD5/POD5_nested_proj_pod_seed0.csv,<local data dir>/release/scores/part20/POD5/POD5_nested_proj_pod_seed0.csv,per-clip recompute (own Mann-Whitney),auc all [p_pod_seed0__orig_rerun],0.7507,0.6972,0.8047,MATCH (recomputed),CI MATCH,
